_id,ltable_id,rtable_id,ltable_Name,ltable_Sale Price,ltable_Category,ltable_Author,ltable_ISBN10,ltable_Pages,ltable_Publisher,ltable_Language,ltable_Dimensions,ltable_Weight,ltable_Rating,rtable_Name,rtable_Sale Price,rtable_Category,rtable_Author,rtable_ISBN10,rtable_Pages,rtable_Publisher,rtable_Language,rtable_Dimensions,rtable_Weight,rtable_Rating,gold_labels
1399,3059,1219,Neverwhere,10.87,Books > Science Fiction & Fantasy > Fantasy,Neil Gaiman,62459082,464.0,William Morrow Paperbacks; Reprint edition ,English,5.3 x 0.7 x 8 inches,11.2 ounces,4.5,Neverwhere,10.87,Books > Literature & Fiction > Fiction > Literary,"Gaiman, Neil",245908X,440.0,Harpercollins,,5.25 x 8.00 x 0.75 Inches,,,1
1402,3074,1560,Dark Places Paperback ,9.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Gillian Flynn,307341577,349.0,Broadway Books; Reprint edition ,English,5.2 x 0.8 x 8 inches,9.9 ounces,4.1,Dark Places,9.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 1010 >  > in > Books > # > 61 >  > in > Books > Literature & Fiction > # > 5 >  > in > Books > Literature & Fiction > Literary","Flynn, Gillian",7341578,349.0,Random House Inc,English,8.50 x 5.25 x 0.75 Inches,,5.0,1
1407,3087,1763,A Feast for Crows,8.39,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,055358202X,1104.0,Bantam ,English,4.2 x 1.7 x 6.8 inches,1 pounds,4.2,A FEAST FOR CROWS,8.39,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 1609 >  > in > Books > # > 107 >  > in > Books > Literature & Fiction > # > 6 >  > in > Books > Literature & Fiction > Science Fiction,"MARTIN, GEORGE",055358202X,1104.0,Random House,English,7.00 x 4.50 x 1.50 Inches,,4.8571,1
1412,3094,2109,The World of Ice & Fire,35.99,Books > Literature & Fiction > Genre Fiction,George R. R. Martin Elio Garcia Linda Antonsson,553805444,,Bantam; Later Printing edition ,English,9.3 x 1.4 x 12.1 inches,4.1 pounds,4.6,"WORLD OF ICE AND FIRE, THE",35.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General > Best seller ranking: > # > 137 >  > in > Books > # > 12 >  > in > Books > Literature & Fiction > # > 4 >  > in > Books > Literature & Fiction > Fantasy,"MARTIN, GEORGE R.R.",3805446,336.0,Random House Inc,English,12.00 x 10.00 x 1.00 Inches,,5.0,1
1417,3104,982,The Walking Dead,38.2,Books > Comics & Graphic Novels > Graphic Novels,Robert Kirkman,1607065967,1068.0,Image Comics; First Paperback Edition edition ,English,6.6 x 1.9 x 10.2 inches,4.7 pounds,4.8,The Walking Dead Compendium (Volume 3) (Issues #97-144) (Paperback),37.78,Books > Literature & Fiction > Fiction > Horror > Best seller ranking: > # > 9 >  > in > Books > # > 4 >  > in > Books > Literature & Fiction > # > 3 >  > in > Books > Literature & Fiction > Comics & Graphic Novels,Robert Kirkman,2154568,1088.0,Image Comics,English,9.00 x 6.00 x 3.00 Inches,,4.9375,0
1427,3120,1725,The Beautiful Mystery,14.03,"Books > Mystery, Thriller & Suspense > Mystery",Louise Penny,1250031125,400.0,Minotaur Books; Reprint edition ,English,5.5 x 1.1 x 8.2 inches,12 ounces,4.4,The Beautiful Mystery,14.19,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional > Best seller ranking: > # > 54151 >  > in > Books > # > 720 >  > in > Books > Mystery & Suspense > # > 22 >  > in > Books > Mystery & Suspense > Traditional British",Louise Penny,31128,400.0,St. Martin's PressMinotaur Books,English,8.23 x 139.95 x 1.07 Inches (US),,,1
1429,3129,341,Beren and Lúthien Hardcover ,18.89,Books > Science Fiction & Fantasy > Fantasy,J.R.R. Tolkien,1328791823,,Houghton Mifflin Harcourt; 1st Edition edition ,English,5.5 x 1 x 8.2 inches,2 pounds,4.1,Beren and Lúthien,22.0,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,J.R.R. Tolkien,8791826,288.0,Houghton Mifflin Harcourt,,8.25 x 139.70 x 1.02 Inches (US),,,1
1433,3132,1369,Magpie Murders,15.22,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Anthony Horowitz,62645226,,Harper; 1st Edition edition ,English,6 x 1.5 x 9 inches,1.4 pounds,4.1,Magpie Murders,15.22,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional",Anthony Horowitz,2645222,496.0,Harper Collins,English,9.25 x 6.25 x 1.75 Inches,,,1
1434,3134,908,"A Trick of the Light Chief Inspector Gamache, Book 7",13.84,"Books > Mystery, Thriller & Suspense > Mystery",Louise Penny,1250007348,368.0,Minotaur Books; 4th Print edition ,English,5.6 x 1 x 8.2 inches,14.4 ounces,4.7,A Trick of the Light,14.53,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional > Best seller ranking: > # > 49827 >  > in > Books > # > 667 >  > in > Books > Mystery & Suspense > # > 125 >  > in > Books > Mystery & Suspense > General",Louise Penny,7341,368.0,St. Martin's PressMinotaur Books,English,208.03 x 5.65 x 25.27 Millimeters,,5.0,1
1439,3156,2381,Heir to the Empire Star Wars,7.99,Books > Science Fiction & Fantasy > Science Fiction,Timothy Zahn,553296124,416.0,Del Rey ,English,4.2 x 1.1 x 6.9 inches,7.2 ounces,4.5,Star Wars,7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"Zahn, Timothy",034545684X,480.0,Random House,English,7.00 x 4.25 x 1.25 Inches,,,0
1440,3157,1036,"Saga, Vol. 5 Paperback ",11.69,Books > Science Fiction & Fantasy > Science Fiction,Brian K. Vaughan,1632154382,152.0,Image Comics ,English,6.5 x 0.6 x 10 inches,11.4 ounces,4.8,Saga 5,11.69,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General > Best seller ranking: > # > 12235 >  > in > Books > # > 610 >  > in > Books > ARCHIVE > # > 159 >  > in > Books > ARCHIVE > Books Misc,"Staples, Fiona Vaughan, Brian K.",215438X,144.0,Diamond Comic Distributors,,6.50 x 10.00 x 0.25 Inches,,,0
1445,3175,225,The Girl in the Spider's Web Millennium Series,7.48,"Books > Mystery, Thriller & Suspense > Mystery",David Lagercrantz,525434763,544.0,Vintage Crime/Black Lizard; Reprint edition ,English,4.2 x 1.1 x 7.6 inches,9.8 ounces,3.9,"GIRL IN THE SPIDER'S WEB, THE",7.48,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","LAGERCRANTZ, DAVID",543476X,544.0,Random House,English,8.25 x 4.50 x 1.25 Inches,,,1
1447,3177,204,The Brutal Telling,7.21,"Books > Mystery, Thriller & Suspense > Mystery",Louise Penny,1250161665,400.0,Minotaur Books; Reprint edition ,English,5.6 x 1.1 x 8.2 inches,12.2 ounces,4.7,The Brutal Telling,6.08,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional",Louise Penny,109115,448.0,St. Martin's PressSt. Martin's Paperbacks,English,172.47 x 104.39 x 1.18 Millimeters,,,1
1449,3179,324,How the Light Gets In,13.59,"Books > Mystery, Thriller & Suspense > Mystery",Louise Penny,1250047277,432.0,Minotaur Books; Reprint edition ,English,5.5 x 1.1 x 8.2 inches,12.8 ounces,4.7,How the Light Gets in,13.88,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional",Louise Penny,47274,432.0,St. Martin's PressMinotaur Books,English,8.20 x 5.54 x 1.13 Inches (US),,,1
1452,3198,2453,Animal farm,8.53,Books > Humor & Entertainment > Humor,George Orwell,451526341,140.0,Signet; 50th Anniversary edition ,English,4.2 x 0.5 x 7.5 inches,4.5 ounces,4.5,Animal Farm,7.38,Books > Literature & Fiction > Fiction > Classics > Best seller ranking: > # > 4768 >  > in > Books > # > 375 >  > in > Books > Literature & Fiction > # > 23 >  > in > Books > Literature & Fiction > Classics,George Orwell,2277503,128.0,BerkleyPenguin Publishing Group,English,,,5.0,1
