Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
Ready Player One (Movie Tie-In),$7.48 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"CLINE, ERNEST",804190143,608,Random House,English,4.18 x 7.50 x 8.00 Inches,,
The Hobbit: Deluxe Pocket Edition,$16.26 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,J.R.R. Tolkien,4045527,320,Houghton Mifflin Harcourt,English,5.88 x 107.95 x 18.34 Inches (US),,4
SUN ALSO RISES,$9.24 ,Books > Literature & Fiction > Fiction > Literary > Best seller ranking: > # > 6474 >  > in > Books > # > 555 >  > in > Books > Literature & Fiction > # > 40 >  > in > Books > Literature & Fiction > Literary,Ernest Hemingway,3297337,256,Scribner,English,203.20 x 5.25 x 15.24 Millimeters,,
"DARK TOWER I (MTI), THE",$8.30 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,Stephen King,1166111,384,Pocket Books,English,190.50 x 104.78 x 25.40 Millimeters,,
"Three Plums in One: One for the Money, Two for the Dough, Three to Get Deadly",$18.19 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 139772 >  > in > Books > # > 153 >  > in > Books > Miscellaneous",Janet Evanovich,3216394,800,Scribner,English,9.25 x 155.57 x 2.20 Inches (US),,5
BREATHLESS AA,$5.98 ,Books > Literature & Fiction > Fiction > Romance > African American,"JENKINS, BEVERLY",2389023,384,HarperCollins,English,6.75 x 4.00 x 1.00 Inches,,
Interview With the Vampire,$7.97 ,Books > Literature & Fiction > Fiction > Horror > Best seller ranking: > # > 16031 >  > in > Books > # > 168 >  > in > Books > Mystery & Suspense > # > 25 >  > in > Books > Mystery & Suspense > General,"Rice, Anne",5337664,346,Random House,English,6.75 x 4.25 x 1.25 Inches,,5
The Fast and the Furriest,$6.15 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",Sofie Ryan,1101991224,304,BerkleyPenguin Publishing Group,English,,,
A Fighting Chance,$8.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,William C. Dietz,042525612X,368,AcePenguin Publishing Group,English,,,
"The Adventures of Indiana Jones: Indiana Jones and the Raider of the Lost Ark, Indiana Jones and the Temple of Doom, Indiana Jones and the Last Crusade",$16.07 ,Books > Literature & Fiction > Fiction > Action & Adventure,"MacGregor, RobKahn, JamesBlack, Campbell",5501275,602,Random House Inc,English,6.25 x 9.25 x 1.25 Inches,,
Dirk Gently's Holistic Detective Agency,$9.12 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Douglas Adams,6782998,272,Gallery Books,English,8.38 x 139.70 x 15.24 Inches (US),,4
KEEP ME SAFE,$5.83 ,Books > Literature & Fiction > Fiction > Romance > Suspense,"BANKS, MAYA",2495877,384,HarperCollins,English,6.75 x 4.25 x 1.00 Inches,,
The Monster Hunter Files,$19.04 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,"Correia, Larry",1481482750,336,Baen,English,9.25 x 155.57 x 25.40 Inches (US),,
Double Fudge Brownie Murder,$7.19 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 13107 >  > in > Books > # > 652 >  > in > Books > ARCHIVE > # > 172 >  > in > Books > ARCHIVE > Books Misc","Fluke, Joanne",8280417,387,Kensington Pub Corp,English,6.75 x 4.00 x 1.00 Inches,,
Someone to Hold,$7.19 ,Books > Literature & Fiction > Fiction > Romance > Historical,Mary Balogh,147780X,400,BerkleyPenguin Publishing Group,English,6.88 x 4.13 x 1.07 Inches (US),,
Zoo II,$4.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure > Best seller ranking: > # > 6300 >  > in > Books > # > 307 >  > in > Books > ARCHIVE > # > 79 >  > in > Books > ARCHIVE > Books Misc,"Patterson, JamesDiLallo, Max",316317128,146,Little Brown &amp; Co,,,,4.8
Sunburn,$20.29 ,Books > Mother's Day Books > Mother's Day Literature & Fiction Books,"Lippman, Laura",62389920,292,HarperCollins,English,9.50 x 6.25 x 1.00 Inches,,
The Mistletoe Promise,$25.00 ,Books > Literature & Fiction > Fiction > Holidays,Richard Paul Evans,1442372680,368,Simon &amp; Schuster Audio,English,5.88 x 5.12 x 20.32 Inches (US),,
Is It Wrong to Try to Pick Up Girls in a Dungeon?,$11.97 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Fujino Omori,6394173,384,Yen PressYen On,English,8.25 x 5.50 x 1.00 Inches (US),,
Past Perfect,$12.26 ,Books > Literature & Fiction > Fiction > Contemporary Women,"Steel, Danielle",1101883979,282,Random House Inc,English,9.75 x 6.50 x 1.25 Inches,,
A Certain Magical Index,$13.26 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Kazuma Kamachi,316442704,192,Yen PressYen On,English,,,
Empire and Honor,$9.17 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Military","GRIFFIN, W. E. B.",5153237,672,Penguin Group USA,English,7.75 x 4.25 x 1.50 Inches,,
The Quantum Spy,$14.11 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage","Ignatius, David",393254151,323,W W Norton &amp; Co Inc,English,9.50 x 6.50 x 1.50 Inches,,
Family Jewels,$8.65 ,Books > Literature & Fiction > Fiction > Action & Adventure,Stuart Woods,1477244,352,Penguin Publishing GroupG.P. Putnam's Sons,English,,,
Mississippi Blood,$22.88 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Iles, Greg",2644009,1207,Harpercollins,English,6.25 x 9.25 x 2.00 Inches,,
"Dick and Jane: Go Away, Spot",$3.99 ,Books > Children's & Kids' Books > Leveled Readers > Beginner > Best seller ranking: > # > 3525 >  > in > Books > # > 275 >  > in > Books > Literature & Fiction > # > 54 >  > in > Books > Literature & Fiction > General,Penguin Young Readers,843404X,32,Penguin Young ReadersPenguin Young Readers Group,English,,,5
Fatal Identity,$7.19 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Force, Marie",3789959,391,Harlequin Books,English,6.75 x 4.25 x 1.25 Inches,,
PRIVATE VEGAS,$9.94 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",James PattersonMaxine Paetro,5515932,416,VisionGrand Central Publishing,English,7.62 x 4.12 x 1.12 Inches (US),,
The Hobbit: Illustrated Edition,$22.29 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,J.R.R. Tolkien,417422X,384,Houghton Mifflin Harcourt,English,9.25 x 177.80 x 30.02 Inches (US),,5
Air Bound,$7.97 ,Books > Literature & Fiction > Fiction > Romance > Paranormal > Best seller ranking: > # > 8131 >  > in > Books > # > 730 >  > in > Books > Literature & Fiction > # > 142 >  > in > Books > Literature & Fiction > General,"Feehan, Christine",5154639,388,Berkley Pub Group,English,6.75 x 4.25 x 1.25 Inches,,5
Lincoln in the Bardo,$25.24 ,Books > Literature & Fiction > Fiction > Historical,"Saunders, George",553397575,,Random House,English,6.00 x 5.25 x 1.00 Inches,,
The Store,$22.56 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",James Patterson,031639548X,352,"Little, Brown and Company",English,9.50 x 6.50 x 1.25 Inches,,
Lightning,$7.48 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Time Travel,Dean Koontz,5192035,384,BerkleyPenguin Publishing Group,English,,,4.5
A Casualty of War,$15.59 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Historical","Todd, Charles",62687964,525,HarperCollins,English,9.00 x 6.00 x 1.25 Inches,,
The Bonehunters,$4.84 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Erikson, Steven",5348833,1229,Tor Books,English,6.75 x 4.25 x 2.00 Inches,,
BEYOND DANGER,$7.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","MARTIN, KAT",1420143174,384,ZebraKensington,,,,
Beyond the Highland Mist,$7.99 ,Books > Literature & Fiction > Fiction > Romance > Historical > Best seller ranking: > # > 16521 >  > in > Books > # > 439 >  > in > Books > Romance > # > 80 >  > in > Books > Romance > General,"Moning, Karen Marie",234803,375,Random House,English,6.75 x 4.25 x 1.25 Inches,,
Sherlock: His Last Bow,$13.23 ,Books > Literature & Fiction > Fiction > Classics,Arthur Conan Doyle,1849907617,276,BBC Books,English,8.00 x 5.00 x 0.70 Inches (US),,
The Life We Bury,$10.84 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Eskens, Allen",2834319,459,Christian Large Print,English,8.50 x 5.75 x 1.00 Inches,,
Pacific Rim,$6.90 ,Books > Literature & Fiction > Fiction > Media Tie-Ins,"Irvine, Alex",1166787,339,Random House,English,7.00 x 4.25 x 1.00 Inches,,
Angels of Darkness,$12.94 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Gav Thorpe,1849708657,288,Games Workshop,English,7.80 x 129.54 x 20.32 Inches (US),,
SPOTLIGHT,$6.79 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,"ROBERTS, NORA",373282451,400,Harlequin Books,English,7.60 x 4.10 x 1.00 Inches,,
The Keeper of Lost Things,$10.84 ,Books > Literature & Fiction > Fiction > General,"Hogan, Ruth",62473557,274,HarperCollins,English,7.75 x 5.50 x 0.50 Inches,,
Saga 1,$8.92 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General > Best seller ranking: > # > 10178 >  > in > Books > # > 952 >  > in > Books > Literature & Fiction > # > 148 >  > in > Books > Literature & Fiction > Comics & Graphic Novels,"Staples, FionaVaughan, Brian K.",7066010,160,Diamond Comic Distributors,English,6.50 x 10.25 x 0.50 Inches,,5
Hannibal Rising,$7.19 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Harris, Thomas",044024286X,368,Random House,English,7.00 x 4.25 x 1.00 Inches,,
Burned,$7.08 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",Carol Higgins Clark,3476661,384,Pocket Star,English,6.75 x 4.19 x 22.86 Inches (US),,
The Mating Season,$4.07 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,Laurie Horowitz,6551620,160,"BookShotsLittle, Brown and Company",English,,,
"Murder, She Wrote: Brandy and Bullets",$7.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Donald BainJessica Fletcher,1184916,288,BerkleyPenguin Publishing Group,English,,,
The Ocean at the End of the Lane,$6.48 ,Books > Literature & Fiction > Fiction > Literary,"Gaiman, Neil",2459362,241,HarperCollins,English,7.00 x 4.00 x 0.50 Inches,,
A is for Alibi,$7.34 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 13578 >  > in > Books > # > 133 >  > in > Books > Mystery & Suspense > # > 48 >  > in > Books > Mystery & Suspense > Women Sleuths",Sue Grafton,2938996,320,St. Martin's PressSt. Martin's Paperbacks,English,6.78 x 107.19 x 23.88 Inches (US),,
The President Is Missing,$23.24 ,Books > Summer Reading Books > Beach Reads,James PattersonBill Clinton,316412694,400,"Little, Brown and Company and Knopf",English,,,
The Bone Garden,$8.98 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Gerritsen, Tess",1885294,503,Random House,English,7.50 x 4.25 x 1.00 Inches,,
LIFE DEBT: AFTERMATH (STAR WARS),$20.29 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"WENDIG, CHUCK",1966933,448,Random House Inc,English,9.50 x 6.25 x 1.50 Inches,,5
No Game No Life 3,$12.29 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,6385195,208,Yen PressYen On,English,,,
Gates of Rapture,$5.03 ,Books > Literature & Fiction > Fiction > Romance > Paranormal,Caris Roane,9951,416,St. Martin's PressSt. Martin's Paperbacks,English,173.23 x 107.44 x 27.81 Millimeters,,5
Murder in the Courthouse,$13.38 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Grace, Nancy",295288X,273,Two Rivers Distribution,English,10.00 x 6.00 x 1.00 Inches,,
The Rising Sea,$28.99 ,Books > Literature & Fiction > Fiction > Action & Adventure,Clive CusslerGraham Brown,525590633,,Penguin AudioPenguin Random House Audio Publishing Group,English,6.00 x 5.00 x 1.00 Inches,,
MOONLIGHT MILE,$7.98 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","LEHANE, DENNIS",1836954,368,HarperCollins,English,7.75 x 4.25 x 1.00 Inches,,
Stolen : A Novel (Otherworld Book 2),$8.09 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,"Armstrong, Kelley",2296662,464,Penguin Group USA,English,7.50 x 4.25 x 1.25 Inches,,5
SHROUD OF ETERNITY,$22.90 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Terry Goodkind,765388243,528,Tom Doherty AssociatesTor Books,English,9.25 x 155.57 x 41.27 Inches (US),,
Marry Me by Sundown,$18.63 ,Books > Literature & Fiction > Fiction > Romance > Historical,Johanna Lindsey,1501162233,384,Gallery Books,English,,,
UNTIL WE TOUCH,$7.64 ,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 19597 >  > in > Books > # > 556 >  > in > Books > Romance > # > 183 >  > in > Books > Romance > Contemporary,"MALLERY, SUSAN",3778931,384,Harlequin Books,English,6.60 x 4.10 x 0.60 Inches,,
The War of the Worlds,$3.49 ,Books > Literature & Fiction > Fiction > Literary,"Wells, H. G.",486295060,145,Dover Pubns,English,5.25 x 8.50 x 0.50 Inches,,
Magic Breaks,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,Ilona Andrews,5277490,416,AcePenguin Publishing Group,English,6.75 x 4.19 x 1.06 Inches (US),,
Shadow of the Hegemon,$6.77 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,Orson Scott Card,2565954,464,Tom Doherty AssociatesTor Books,English,1.11 x 28.22 x 1.11 Inches (US),,
Still Me,$16.20 ,Books > Literature & Fiction > Fiction > Contemporary Women,Jojo Moyes,399562451,400,Penguin Publishing GroupPamela Dorman Books,English,9.00 x 6.00 x 1.00 Inches (US),,
A Discovery of Witches : A Novel,$12.80 ,Books > Literature & Fiction > Fiction > Occult & Supernatural > Best seller ranking: > # > 8967 >  > in > Books > # > 813 >  > in > Books > Literature & Fiction > # > 51 >  > in > Books > Literature & Fiction > Science Fiction,Deborah Harkness,3119681,592,Penguin BooksPenguin Publishing Group,English,8.40 x 5.45 x 1.20 Inches (US),,5
Blood Red Kiss,$6.40 ,Books > Literature & Fiction > Fiction > Romance > Paranormal,Larissa IoneKresley ColeGena Showalter,1142588,544,Pocket Books,English,6.75 x 104.78 x 1.10 Inches (US),,
The Map of Bones,$3.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Apocalyptic & Post-Apocalyptic,Francesca Haig,147676722X,416,Gallery Books,English,228.60 x 6.00 x 1.10 Millimeters,,
The Lying Game : A Novel,$6.49 ,Books > Literature & Fiction > Fiction > Literary,Ruth Ware,1501156004,384,Gallery/Scout Press,English,228.60 x 6.00 x 1.10 Millimeters,,
"GHOST KING, THE",$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"SALVATORE, R. A.",078695499X,400,Wizards of the Coast,English,6.75 x 4.25 x 1.25 Inches,,
Ms. Demeanor,$4.12 ,Books > Literature & Fiction > Fiction > Romance > Suspense,"Winters, Danica",133572141X,256,Harlequin Books,English,4.21 x 6.62 x 0.59 Inches,,
The Exile: An Outlander Graphic Novel,$21.16 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical > Best seller ranking: > # > 3452 >  > in > Books > # > 270 >  > in > Books > Literature & Fiction > # > 30 >  > in > Books > Literature & Fiction > Fantasy,"Nguyen, HoangGabaldon, Diana",550538X,224,Random House Inc,English,6.50 x 9.50 x 0.75 Inches,,3
Louisiana Longshot,$11.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","DeLeon, Jana",147813223X,248,Lightning Source Inc,English,8.25 x 5.50 x 0.75 Inches,,
The Mongrel Mage,$17.13 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"L. E. Modesitt, Jr.",765394685,560,Tom Doherty AssociatesTor Books,English,9.25 x 155.57 x 44.96 Inches (US),,
The Venetian Betrayal,$8.00 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 64250 >  > in > Books > # > 86 >  > in > Books > New Releases > # > 83 >  > in > Books > New Releases > New & Noteworthy","Berry, Steve",5485788,558,Random House,English,7.50 x 4.25 x 1.50 Inches,,5
Glow of Death,$7.49 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Jane K. Cleland,102979,304,St. Martin's PressMinotaur Books,English,213.61 x 5.62 x 25.15 Millimeters,,
The Turner House,$13.09 ,Books > Literature & Fiction > Fiction > Literary,Angela Flournoy,4705162,352,Houghton Mifflin HarcourtMariner Books,,203.20 x 5.31 x 0.91 Millimeters,,
The Girl Who Kicked the Hornet's Nest,$8.74 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 2828 >  > in > Books > # > 217 >  > in > Books > Literature & Fiction > # > 31 >  > in > Books > Literature & Fiction > Mystery & Suspense","Larsson, Stieg",7742537,820,Random House,English,7.50 x 4.25 x 2.00 Inches,,4.6
Utah Blaine & Silver Canyon,$5.99 ,Books > Literature & Fiction > Fiction > Westerns,"L'Amour, Louis",3591828,205,Random House,English,7.00 x 4.25 x 1.25 Inches,,
